gene,avana,ky
A1CF (29974),0.08299689297108478,-0.06680088661074793
A2M (2),-0.073663453310681,0.05928877354092367
A2ML1 (144568),-0.0017709232274829454,0.0014253454253599848
A3GALT2 (127550),0.18317704892058329,-0.14743189578070515
A4GALT (53947),0.09241847933273052,-0.07438394544232288
A4GNT (51146),0.04113287566004081,-0.033106209938457004
AAAS (8086),-0.1677504289863718,0.13501562509727866
AACS (65985),0.056171415886093104,-0.045210130753681715
AADAC (13),-0.034512250252952875,0.027777532788275036
AADACL2 (344752),0.07703513143954333,-0.06200250269765896
AAMP (14),0.6278235968492973,-0.5053101556379103
ABCE1 (6059),1.3855233982825834,-1.115152484773832
ABCG8 (64241),0.020435533975464357,-0.016447745681283172
ABL1 (25),-0.09282670440456015,0.07471250950970856
ACTL6A (86),0.41569393195175874,-0.33457545480358786
ACTL7A (10881),-0.12455592372435584,0.10025009177519953
ACTL8 (81569),-0.08844850483554945,0.07118867141771396
ACTL9 (284382),-0.033655265460196704,0.02708777993224963
ACTR8 (93973),-0.11144189176032339,0.08969513084980375
ADAM18 (8749),-0.3226302144747217,0.2596721829314218
ADAM20 (8748),-0.11746851238159942,0.09454571725558777
ADGRG7 (84873),-0.001439586556649885,0.0011586657631946424
ADH1B (125),-0.02815160329805099,0.022658101918092588
AFM (173),-0.10632409994593672,0.08557602447784157
AHCY (191),-0.1533386173893744,0.1234161331418161
AIPL1 (23746),0.008121221243013683,-0.006536446847285682
AKT1 (207),0.0871439000443687,-0.07013864709020251
ALG1 (56052),0.22322548583948015,-0.17966528425813832
ALG2 (85365),0.1228966564212626,-0.09891461374701034
ALK (238),-0.11338801589349504,0.09126148849159801
ALPI (248),-0.02133521517873614,0.01717186317404905
ANAPC10 (10393),1.3179462003169262,-1.0607622952477174
ANAPC5 (51433),0.45508807969778153,-0.36628223203952526
ANG (283),-0.03667208760138378,0.029515899667387685
ANKRD26 (22852),-0.0095460837948387,0.0076832618466558915
ANKRD30A (91074),-0.15187821147425326,0.12224071070792258
APOA4 (337),0.04144407713315271,-0.033356683583605246
APOBR (55911),-0.028690649359731334,0.023091958578929567
APOF (319),-0.06568730388003469,0.05286908920535929
AQR (9716),0.8606716466839488,-0.6927202576035023
ARGFX (503582),-0.2933214551307844,0.23608273229598487
ARHGAP29 (9411),0.06826294954441588,-0.05494212360239069
ARHGAP35 (2909),0.007214308194159325,-0.005806508730645171
ARHGEF6 (9459),-0.000390292697254244,0.0003141310148003599
ARMC7 (79637),0.14935775269327925,-0.12021209403074687
ARPC4 (10093),-0.028546537172615166,0.02297596843127274
ASB17 (127247),0.06161386801485361,-0.0495905432549595
ASZ1 (136991),-0.059410421754316475,0.04781707730299552
ATL2 (64225),-0.16425851975318717,0.13220512672329426
ATP4B (496),-0.07891721492028603,0.06351731657428028
ATP6AP2 (10159),-0.08216640566020095,0.06613246052032376
ATP6V1A (523),0.5772448671552006,-0.46460135478691783
ATP8B2 (57198),0.1085617617017492,-0.08737702911635634
ATR (545),0.44427135645136884,-0.3575762832115952
AXL (558),-0.089674238718145,0.07217521569877211
B3GNT6 (192134),0.08155462638328914,-0.0656400637974485
BARD1 (580),-0.024450511911646645,0.019679241177783347
BARHL1 (56751),0.00023688544982499593,-0.00019065964407858656
BCAS2 (10286),0.7315020311331846,-0.5887567894172097
BCL2 (596),-0.0937901238476799,0.07548792736783075
BCL6 (604),-0.037023771046939186,0.029798955636454006
BDP1 (55814),0.0946519702091843,-0.07618159310650843
BMP10 (27302),-0.05180878771419571,0.041698825457743685
BMS1 (9790),0.17718320787427863,-0.14260769234652915
BPIFA3 (128861),0.0491905177566844,-0.03959148446837707
BPIFB6 (128859),-0.05451990398261658,0.04388089473711336
BPTF (2186),0.13936053517773755,-0.11216573265778142
BRAF (673),-0.08558577741879286,0.06888457637609766
BRD8 (10902),0.052716685188987214,-0.04242955589953096
BRDT (676),-0.07089594560361763,0.057061317043265156
BTK (695),-0.014546125343604454,0.011707595729425382
BUB1B (701),0.03851717278928454,-0.031000935094762896
BYSL (705),0.2765817310588492,-0.22260959650023723
C10orf53 (282966),-0.19479696267627866,0.15678430059291062
C11orf71 (54494),-0.12071249598097733,0.09715667018203847
C12orf40 (283461),0.01226011175634385,-0.009867674631578668
C16orf89 (146556),0.037596694497340745,-0.030260078855370715
C17orf78 (284099),0.01586259752166118,-0.012767171642986503
C20orf173 (140873),-0.051874960368084554,0.041752085185800016
C8A (731),-0.06262060896253023,0.05040082886306742
CABP5 (56344),0.05314191418578265,-0.042771805747467195
CACFD1 (11094),0.007761977190995721,-0.006247305647833816
CACNG2 (10369),-0.06261551762293402,0.050396731047030116
CACNG5 (27091),0.09305668507946105,-0.07489761177603162
CAD (790),0.04037749093945825,-0.03249823092549918
CAPN9 (10753),-0.12598721484985748,0.10140208087694716
CBFA2T3 (863),-0.07144353532436568,0.05750205015429433
CBLIF (2694),-0.06695763987352382,0.05389153194533251
CCDC83 (220047),-0.11090274258803967,0.08926119119935742
CCL1 (6346),-0.00504774864650339,0.004062731421670256
CCNA2 (890),0.3474687037850389,-0.2796636916325829
CCND1 (595),-0.11291177899051902,0.09087818441578593
CCND2 (894),-0.07513430851979461,0.06047260619450333
CCT2 (10576),0.4355041958479011,-0.3505199455535759
CCT6A (908),1.0871082879971008,-0.8749700727399348
CD1D (912),-0.10351090073436794,0.08331179271182929
CD200R1L (344807),0.00030445159682460847,-0.0002450409391231937
CDC20 (991),0.685621903229978,-0.5518297056188262
CDC45 (8318),0.25883532672249826,-0.2083262239379165
CDC73 (79577),0.486164691542074,-0.3912945565946149
CDK1 (983),1.0145955210177977,-0.8166074407013647
CDK4 (1019),0.0820184194349051,-0.0660133523139553
CDX2 (1045),-0.013197264770963672,0.01062195168973733
CEBPA (1050),-0.028858473445829952,0.023227033487696717
CEBPZ (10153),0.17885112297918263,-0.1439501306452479
CELA2A (63036),0.03255245529099765,-0.026200172042017994
CELA3B (23436),-0.023077125793592047,0.018573857505446326
CENPJ (55835),-0.02635935039766334,0.021215589090313722
CENPW (387103),0.07967881089409434,-0.06413029477705826
CEP57 (9702),-0.010477828395322214,0.008433185888134891
CETN1 (1068),0.0485912958909982,-0.039109194704610495
CFAP53 (220136),-0.01620094070238972,0.013039490565325454
CFHR5 (81494),-0.10560298423099601,0.08499562721979281
CHAF1A (10036),0.2187354151090766,-0.17605140553329954
CHMP2A (27243),1.054094137553703,-0.8483983006967581
CHORDC1 (26973),-0.3765316291184926,0.30305528028461887
CHRNA6 (8973),-0.058808514723652665,0.047332626357107783
CLASRP (11129),0.06816373504662694,-0.054862269812933184
CLCA1 (1179),0.0706657925509041,-0.05687607603692061
CLEC2A (387836),-0.125958771001727,0.10137918755882741
CLEC6A (93978),-0.14325077669163072,0.11529683278641563
CMPK1 (51727),0.2697013585894613,-0.21707185930653994
CMTR1 (23070),-0.1636199486826917,0.13169116635506778
CNBD1 (168975),-0.02179698852370246,0.017543526109283357
CNPY1 (285888),-0.041036049200002866,0.03302827818527477
COA5 (493753),0.09644369464515762,-0.07762368059437208
COG4 (25839),-0.1865050880710864,0.15011050166546203
COL20A1 (57642),0.12387263573477005,-0.0997001405435226
COPB2 (9276),0.8134902023107708,-0.6547457961161065
COPS3 (8533),-0.4202179166841524,0.3382166295550654
COQ4 (51117),-0.0007647789640390319,0.0006155400645763343
COX5B (1329),0.009882105569374052,-0.007953712361801061
CPSF6 (11052),0.13185026657138418,-0.10612101720362516
CRNN (49860),0.060301987539690474,-0.04853466301979506
CRYBB2 (1415),0.12917232586386623,-0.10396564960913535
CRYGB (1419),-0.12118996335495674,0.09754096461485107
CSE1L (1434),1.2205497508603973,-0.9823717803316749
CSF2RB (1439),0.018267057246847962,-0.014702425309871007
CSHL1 (1444),-0.1590265059856707,0.12799408766004278
CSN3 (1448),0.08764889584336483,-0.07054509805360659
CST4 (1472),0.28175229051469286,-0.22677117344076536
CST8 (10047),-0.10987571647898026,0.08843457887446646
CST9L (128821),-0.13726601164015292,0.11047993425823799
CSTF3 (1479),0.3683905591628087,-0.29650285800069953
CTCFL (140690),-0.035857284884730486,0.028860097480861872
CTNNB1 (1499),0.12823831779422412,-0.10321390379166936
CTNNBL1 (56259),-0.029837337562672456,0.024014882147276137
CTU2 (348180),-0.009045324290404248,0.0072802205076670425
CWF19L2 (143884),-0.1609699129875804,0.12955825839132945
CYLC2 (1539),-0.023875644437630322,0.01921655329184827
CYP11B2 (1585),-0.07836574900642279,0.0630734636701179
CYP2A13 (1553),-0.18861205470562437,0.1518063150171189
CYP4A22 (284541),-0.07255105565915416,0.05839344906881849
DARS2 (55157),-0.1464580295268845,0.11787822258680763
DAZL (1618),0.12426111822482969,-0.10001281459480033
DCAF8L2 (347442),-0.08536950623477327,0.06871050833181679
DCANP1 (140947),-0.11006109170047579,0.08858377999162007
DCTN2 (10540),0.21287668997926593,-0.17133595150761244
DDB1 (1642),0.3630427064643911,-0.2921985848052868
DDR2 (4921),0.06933436592084505,-0.055804463881799445
DDX21 (9188),0.5593937129917983,-0.4502336732695402
DDX39B (7919),0.5176816142203182,-0.4166612697664271
DDX4 (54514),0.07286741537682478,-0.05864807437913806
DDX49 (54555),-0.028654787340941793,0.023063094671317664
DDX56 (54606),0.6237871360327504,-0.5020613694284214
DEFA6 (1671),-0.03310529344746352,0.02664512940948279
DEFB118 (117285),-0.07635055995604698,0.061451518432959755
DEFB126 (81623),0.040810083781323434,-0.03284640763842896
DEFB129 (140881),0.19180880948724593,-0.15437925535313685
DGCR8 (54487),0.336665525971114,-0.27096864498264184
DHX33 (56919),0.08578390929948926,-0.06904404481910292
DHX8 (1659),0.3359678986140127,-0.27040715256635933
DIS3 (22894),0.04418983053290158,-0.03556663090755628
DMAP1 (55929),0.4003597018797725,-0.3222335450328361
DMP1 (1758),0.03835800187667468,-0.030872824779974547
DMRTB1 (63948),0.1692126749734295,-0.1361925285316336
DNAJB1 (3337),-0.100815141775723,0.08114208391816292
DNAJC2 (27000),-0.04283210618472846,0.03447385276871003
DNMT1 (1786),0.47050724885877426,-0.37869250589296055
DPRX (503834),-0.06651212784911509,0.05353295709799911
DR1 (1810),0.2751033219947134,-0.22141968405023693
DRGX (644168),0.023816447987322423,-0.01916890843162254
DSG4 (147409),0.015012491158282399,-0.012082954960237603
DTX2 (113878),-0.2585789290701654,0.2081198597008032
DYNC1H1 (1778),0.23101749403454142,-0.18593676066255804
EBF1 (1879),-0.07865671914283343,0.06330765391982102
ECD (11319),0.9677287633751636,-0.7788862580037216
EEFSEC (60678),-0.07703983922949142,0.062006291809892596
EFCAB3 (146779),0.014936537020511717,-0.012021822506199785
EFEMP1 (2202),-0.056191068233436545,0.04522594814370115
EGFR (1956),0.10149235386073391,-0.0816871448967468
EIF1AD (84285),0.017184538165488157,-0.013831148906390693
EIF2B4 (8890),1.0958426141238027,-0.8819999832380829
EIF3A (8661),0.5944630242305795,-0.47845956221209385
EIF3J (8669),0.30810395918912287,-0.2479805798186387
EIF4E (1977),0.619350083849322,-0.49849016321598605
EIF6 (3692),0.32288853052536093,-0.2598800912107655
ELOA2 (51224),-0.05267231875176513,0.04239384712494794
ELP4 (26610),0.435723019733398,-0.3506960681653933
ENO1 (2023),-0.24720975107329446,0.1989692620936015
ERBB2 (2064),0.06509349380646433,-0.05239115517707328
ERBB3 (2065),0.10181299112869299,-0.08194521303656956
ERBB4 (2066),0.03563566404406036,-0.028681723711456532
ERCC4 (2072),-0.1349175337011565,0.10858973809673349
ESR1 (2099),0.042319631536847736,-0.0340613823783318
ESRP2 (80004),0.02332387331245256,-0.018772454735280303
EVX1 (2128),0.0069701864789645795,-0.005610024905381655
EXOC1 (55763),-0.019341153902520385,0.015566922839068324
EXOSC1 (51013),0.11904876264397171,-0.09581759762139994
EXOSC5 (56915),0.18894196952154607,-0.15207185028501466
FABP2 (2169),-0.005519718903394123,0.004442601444337096
FAM210A (125228),-0.006251056842216687,0.00503122616240268
FARSB (10056),0.11249085827524129,-0.09053940213169274
FBRSL1 (57666),0.02929330694856299,-0.023577013619130602
FBXL13 (222235),-0.1922455823370191,0.15473079638760082
FCRL4 (83417),0.001801478613052578,-0.0014499382356895933
FEN1 (2237),-0.14036061018152,0.11297065311369764
FERMT1 (55612),0.08427426453088527,-0.06782899199724421
FEZF2 (55079),-0.008830826048435348,0.007107579433681765
FGF3 (2248),0.00489646192278873,-0.003940966775852785
FGF6 (2251),-0.09631194779897277,0.07751764281610991
FGFR1 (2260),-0.09153711611251243,0.07367457136301628
FGFR2 (2263),-0.12543630426146113,0.10095867493208913
FGFR3 (2261),0.009991266457933513,-0.008041571604213057
FLG2 (388698),-0.1136740540680443,0.09149170920204157
FLI1 (2313),-0.046388349907400976,0.037336131405588564
FLT3 (2322),-0.06114618817200709,0.049214126415319415
FNDC9 (408263),0.11681253176469344,-0.09401774463829893
FNTB (2342),-0.12146844849310393,0.09776510618774861
FOXA1 (3169),0.11622707433597476,-0.09354653332048632
FOXB2 (442425),0.01784131299022889,-0.014359760749867584
FOXE3 (2301),0.09264757556410406,-0.07456833585535033
FOXL2 (668),-0.22509127445936702,0.18116698305161133
FOXR1 (283150),-0.011931158075687048,0.009602912943097161
FOXR2 (139628),-0.08359105510355512,0.06727910399719128
FRAT1 (10023),-0.008348128222185289,0.006719075218592431
FRZB (2487),0.022435533860492317,-0.018057465765477253
FSCB (84075),-0.07576843910550465,0.06098299259375301
FUNDC2 (65991),-0.042215747530638184,0.03397777028791424
FUT9 (10690),-0.10508265195559215,0.08457683253863198
FZD8 (8325),0.04580297631057982,-0.03686498756072441
GABRA1 (2554),0.06933740821138869,-0.055806912500035236
GALNTL5 (168391),0.017164859514483845,-0.013815310345604452
GALR3 (8484),0.04136716849174159,-0.03329478288768303
GAPDH (2597),0.33780334904664244,-0.2718844333637557
GATA1 (2623),0.040944930324222195,-0.0329549402388622
GATA2 (2624),0.13565908549961928,-0.10918658354277164
GATA3 (2625),-0.16164953158222467,0.13010525627346947
GATC (283459),0.04830653858958195,-0.03888000491782995
GCG (2641),-0.07059650135334519,0.05682030631753042
GDF2 (2658),-0.06161435500119444,0.049590935210828815
GEMIN8 (54960),0.016696874298643062,-0.013438647723429212
GFM1 (85476),-0.15109994209504124,0.121614312746598
GFRAL (389400),-0.10683589030921431,0.08598794411485366
GHRH (2691),-0.05919468293650154,0.047643437739025185
GINS3 (64785),0.12381857553526643,-0.09965662964657307
GJA10 (84694),-0.09805540658161391,0.07892088320596763
GJB2 (2706),-0.030795615832721453,0.024786162080386268
GK2 (2712),-0.06144567151086967,0.049455168601900266
GLRA1 (2741),0.016462809792715825,-0.013250258544505452
GML (2765),-0.03112522752620278,0.025051453377127872
GNA11 (2767),0.04816351209935811,-0.038764888604269826
GNAI2 (2771),-0.0012530340685473268,0.0010085171111356614
GNAQ (2776),-0.1410337795127873,0.1135124602411462
GNAS (2778),0.06086814432714943,-0.048990340021777865
GNB1L (54584),-0.07321054494630663,0.05892424567475195
GNS (2799),-0.015653758333662574,0.012599085315679822
GON4L (54856),0.1136339418531902,-0.09145942448124955
GPN1 (11321),0.6612854375430849,-0.5322422556955757
GPR139 (124274),-0.02545543620585416,0.02048806463401959
GPR151 (134391),0.06644132165729899,-0.053475968020197204
GPR26 (2849),0.1663979590109831,-0.13392707599337594
GPR32 (2854),-0.028790879968119812,0.023172630195254017
GPR52 (9293),-0.04894117092011508,0.039390795151462286
GPRC6A (222545),-0.08533832603742733,0.06868541263542569
GPX6 (257202),-0.04964949859156477,0.03996089982369683
GRHL2 (79977),0.007168827317208507,-0.005769902988003608
GRIN2B (2904),-0.0075873456524728385,0.006106751692306931
GRM5 (2915),-0.01160167774883555,0.009337727378112858
GRPEL1 (80273),0.5367257808924772,-0.4319891594370234
GSC2 (2928),0.038308233074731954,-0.030832767857645094
GSX1 (219409),0.0629612193159698,-0.05067497254223491
GTF2A2 (2958),0.4413143972032,-0.35519634472982153
GTF3C1 (2975),0.2819737665017945,-0.22694943062331477
GTPBP4 (23560),0.7653458396609686,-0.6159963201394983
GUCA2A (2980),0.02553293304837072,-0.020550438749535493
H2AC1 (221613),0.08543636086635797,-0.06876431695650168
H4C7 (8369),0.14741790865447071,-0.11865079098625664
HAUS1 (115106),0.4864717877187146,-0.3915417260504823
HAUS7 (55559),0.04217088665746882,-0.03394166356157101
HCRTR2 (3062),0.1116882448115256,-0.0898934105883634
HEATR1 (55127),0.4377607985886012,-0.3523361950348609
HERC1 (8925),-0.09062175094868292,0.07293783047637
HERC6 (55008),-0.06661960656657079,0.0536194624280279
HMGCS1 (3157),1.1438475506166552,-0.9206372406656882
HMX1 (3166),-0.04052462331774918,0.03261665190449179
HNF1B (6928),-0.09481466032864747,0.07631253589043571
HNF4A (3172),0.014325150541353717,-0.011529741930559364
HNRNPH1 (3187),-0.20714891712177325,0.16672589573939484
HNRNPL (3191),0.7434956040677405,-0.5984099375891314
HOXB13 (10481),0.07232509237557294,-0.058211580240427996
HOXD12 (3238),0.02347356715338583,-0.018892937333321588
HRAS (3265),-0.11630751949753275,0.09361128042032645
HRH3 (11255),0.0329075351599849,-0.02648596165674779
HSD17B10 (3028),-0.11932240262720462,0.09603783952248501
HSPA9 (3313),0.9691347946166089,-0.7800179164329557
HTR1A (3350),0.07254317775300628,-0.058387108456580177
HTR3D (200909),0.038080747123023256,-0.030649673494450975
HTR5A (3361),-0.06577324827368274,0.05293826241762535
IAPP (3375),0.030302503449175247,-0.024389275603791276
IARS1 (3376),0.9591716102055403,-0.7719989469474637
IDH1 (3417),-0.053894379743663276,0.04337743524287478
IFNA10 (3446),-0.015746945423216967,0.012674087884813069
IFNA16 (3449),-0.023355489237918692,0.01879790113184472
IFNA2 (3440),0.0,0.0
IFNA4 (3441),0.0,0.0
IFNA6 (3443),-0.0023752200107956464,0.0019117197877758776
IFNA8 (3445),-0.12239957519146924,0.09851453290447415
IFNK (56832),-0.044157114563713254,0.035540299129704425
IGBP1 (3476),0.7728787979986762,-0.6220592976528374
IL12B (3593),-0.04928963616176639,0.03967126091664998
IL17A (3605),0.05435938264604026,-0.04375169751997203
IL1F10 (84639),0.013032600540593093,-0.01048942002273067
IL22 (50616),-0.121340479475047,0.0976621090325673
IL26 (55801),-0.025859092028152418,0.020812951094823708
IL31 (386653),0.019429401075303526,-0.015637949466352545
IL36B (27177),-0.023032337400611884,0.018537809115514572
IL9 (3578),-0.12228914254121934,0.09842565007183562
IMP4 (92856),0.22239878482384498,-0.17899990560564255
INHBC (3626),0.1402633076792128,-0.1128923382130925
INSL5 (10022),0.15670408589443757,-0.12612486442019166
INSM2 (84684),0.0670720198989532,-0.05398359186270682
INTS3 (65123),-0.07245847930669229,0.0583189380575955
IP6K2 (51447),-0.04316106627805165,0.034738619618490764
IPO11 (51194),0.1469090015450237,-0.11824119196517743
IQCF1 (132141),-0.03652457893176804,0.02939717582652612
IRF2BP2 (359948),-0.05185803156922431,0.04173845987125344
IRF4 (3662),-0.17917720529079487,0.14421258128338646
IRF8 (3394),-0.043572508578185995,0.0350697731045341
ISG20L2 (81875),0.4774312960426741,-0.3842653951212392
ISX (91464),-0.18054533509502219,0.14531373435851197
JAK2 (3717),-0.005422364319970096,0.004364244625719672
JAK3 (3718),0.07192748788822527,-0.05789156425760694
JUN (3725),-0.04321126611691685,0.03477902346523573
JUP (3728),0.07356261667709982,-0.059207614159109065
KANSL2 (54934),0.4668118223317118,-0.3757182045718418
KASH5 (147872),0.12098182971243407,-0.09737344615293847
KCMF1 (56888),0.35117707137513887,-0.28264840869884156
KCNB2 (9312),0.13615329821645178,-0.10958435563371267
KCNK10 (54207),-0.06372313897119472,0.05128821126326645
KCNK18 (338567),-0.1424708264157298,0.1146690819384335
KDELR3 (11015),-0.0686032093107373,0.05521598510797929
KDR (3791),0.04966565587159479,-0.039973904173529536
KHDC3L (154288),-0.03150105703988025,0.025353943552716585
KIN (22944),0.6473218587516691,-0.5210035284356218
KIR2DL1 (3802),-0.1179126730025833,0.09490320441224122
KIT (3815),-0.09407895061760813,0.07572039250739743
KLF5 (688),-0.005415822486476039,0.004358979365035575
KLK12 (43849),0.0192073537007674,-0.015459232396862126
KRAS (3845),-0.05002984138193496,0.040267022555563275
KRT2 (3849),0.12249382015277299,-0.09859038691235708
KRT26 (353288),-0.05518940356981691,0.044419748234027896
KRT33A (3883),0.0,0.0
KRT36 (8689),0.1315895655035242,-0.10591118931911042
KRT38 (8687),0.03284379981213609,-0.026434663619046204
KRT71 (112802),0.0541621190187371,-0.04359292789946956
KRT74 (121391),0.03739949486366792,-0.03010136074078722
KRT76 (51350),-0.03215331405119292,0.025878919188478545
KRT78 (196374),0.017487463000822018,-0.014074961016125532
KRT84 (3890),0.06934070333124417,-0.055809564610493294
KRT86 (3892),0.0,0.0
KRTAP1-1 (81851),-0.019402111506068916,0.015615985181246926
KRTAP10-10 (353333),0.12237593952519524,-0.09849550950002828
KRTAP10-9 (386676),-0.09435745041596624,0.07594454587971364
KRTAP13-1 (140258),-0.14484985188943827,0.11658386459142567
KRTAP13-3 (337960),0.03266974841325169,-0.026294576594760012
KRTAP15-1 (254950),-0.2781799808321345,0.22389596395399342
KRTAP19-3 (337970),0.0,0.0
KRTAP26-1 (388818),-0.06712655378076543,0.05402748400764111
KRTAP4-11 (653240),0.9429388256896853,-0.7589338265676187
KRTAP4-2 (85291),0.47250927540088694,-0.3803038571525548
KRTAP5-1 (387264),-0.001233187253968843,0.0009925432022002546
KSR2 (283455),-0.0002609824543302846,0.00021005436125405092
LAGE3 (8270),0.32865512388430274,-0.26452139205120984
LAS1L (81887),0.49957091288445143,-0.40208468908888473
LBX1 (10660),-0.013194221820805267,0.010619502540603946
LCT (3938),0.05995708841240423,-0.048257067477730356
LGALS14 (56891),-0.10832124379829233,0.08718344585532661
LHX3 (8022),-0.016465601630360042,0.013252505583198475
LIAS (11019),0.124975262901761,-0.10058760114258086
LIM2 (3982),-0.044476502386614575,0.03579736164106755
LMX1B (4010),0.15603667909199165,-0.1255876953221995
LORICRIN (4014),-0.03898412472820253,0.031376766073582744
LPGAT1 (9926),-0.10308468668366777,0.08296875003332024
LRIT2 (340745),0.036487544278740465,-0.029367368112417767
LRPPRC (10128),-0.09484646061730684,0.07633813067357613
LSM4 (25804),1.1073614064243442,-0.8912709994269576
LYL1 (4066),0.022836796181326103,-0.018380425792481173
LYRM4 (57128),0.0014948867053964751,-0.001203174645801434
MAP2K1 (5604),0.07731266366145378,-0.062225877306310004
MAP2K2 (5605),-0.05401349731884499,0.043473308224961406
MAS1 (4142),-0.054114237152430536,0.04355438969632296
MASTL (84930),-0.07567473817289305,0.060907576452851345
MBD3L1 (85509),-0.018027183442496236,0.01450936045850397
MBL2 (4153),-0.0041069901301185666,0.003305552439042411
MC3R (4159),-0.0947990950629824,0.07630000802933709
MCL1 (4170),0.16988488338827987,-0.13673356225580996
MCM10 (55388),0.35530319606284044,-0.28596936177959104
MCM6 (4175),0.6402870532853058,-0.5153414942863324
MDC1 (9656),-0.08214292042699786,0.06611355819345263
MDM2 (4193),-0.09098346695602164,0.07322896125399975
MECOM (2122),0.0016886126431932555,-0.0013590969212151902
MED12 (9968),0.02312787514516429,-0.018614703633037237
MED14 (9282),0.793494749948211,-0.6386522545606736
MED20 (9477),1.0668097730427273,-0.8586326082000744
MED31 (51003),1.0112104452230413,-0.8138829282980737
MED8 (112950),-0.2640791860924846,0.21254679705381868
MEF2D (4209),0.045465351806939766,-0.036593247072890404
MEP1A (4224),0.03816107944867844,-0.030714329777176398
MEPE (56955),-0.009153887245057241,0.007367598496942243
MET (4233),0.13765126252315463,-0.11079000731797349
METTL1 (4234),-0.1362658283649537,0.1096749266589797
MFAP1 (4236),0.8793024764263346,-0.7077154688762768
MICU2 (221154),-0.0051201839571329184,0.0041210317121843
MIS18BP1 (55320),-0.18689752518968114,0.150426358639412
MLLT10 (8028),0.03157678262317541,-0.02541489205237903
MMD2 (221938),-0.0535495621180775,0.04309990529827594
MMP21 (118856),0.11464718688949482,-0.09227494497070535
MMP27 (64066),-0.07509931046767639,0.06044443765918285
MOB4 (25843),0.15221495915827682,-0.12251174547864255
